,country,date,model,precede,preValue
130755,4,2020-11-21,l3,21,1713147.807769411
130726,4,2020-11-21,l3,22,1714380.8572368785
43473,4,2020-11-21,l2,13,1477524.5726483464
43038,4,2020-11-21,l2,28,1561650.149037167
43154,4,2020-11-21,l2,24,1604635.7020826177
131045,4,2020-11-21,l3,11,1556192.11065442
244860,4,2020-11-21,sjka,6,1517643.0
131132,4,2020-11-21,l3,8,1527646.3580072003
244889,4,2020-11-21,sjka,5,1518214.0
244947,4,2020-11-21,sjka,3,1510550.0
244744,4,2020-11-21,sjka,10,1469644.0
244918,4,2020-11-21,sjka,4,1515291.0
187741,4,2020-11-21,lanl,27,1986810.02191249
187768,4,2020-11-21,lanl,24,1938556.51
244773,4,2020-11-21,sjka,9,1473533.0
43183,4,2020-11-21,l2,23,1650848.8205953122
244831,4,2020-11-21,sjka,7,1511371.0
244802,4,2020-11-21,sjka,8,1498348.0
131335,4,2020-11-21,l3,1,1506210.071753346
43125,4,2020-11-21,l2,25,1599300.9521092544
131074,4,2020-11-21,l3,10,1532032.4791755048
130552,4,2020-11-21,l3,28,1790440.426970668
245005,4,2020-11-21,sjka,1,1504530.0
130523,4,2020-11-21,l3,29,1775127.628540177
244976,4,2020-11-21,sjka,2,1506378.0
187794,4,2020-11-21,lanl,20,1834303.26
131219,4,2020-11-21,l3,5,1544713.5487244013
244715,4,2020-11-21,sjka,11,1473103.0
131103,4,2020-11-21,l3,9,1517316.9139731394
244686,4,2020-11-21,sjka,12,1472174.0
245034,4,2020-11-21,sjka,0,1500377.0
131307,4,2020-11-22,l3,3,1540654.8244903046
131336,4,2020-11-22,l3,2,1530388.1472996378
131394,4,2020-11-22,l3,0,1520089.6108651075
131365,4,2020-11-22,l3,1,1523679.6612925446
131249,4,2020-11-22,l3,5,1572307.768601159
131220,4,2020-11-22,l3,6,1575572.4472331612
131191,4,2020-11-22,l3,7,1574288.4541221997
131278,4,2020-11-22,l3,4,1562479.6443446998
244803,4,2020-11-22,sjka,9,1520227.0
244832,4,2020-11-22,sjka,8,1534185.0
244774,4,2020-11-22,sjka,10,1493589.0
244745,4,2020-11-22,sjka,11,1489318.0
244977,4,2020-11-22,sjka,3,1530448.0
244948,4,2020-11-22,sjka,4,1534141.0
244919,4,2020-11-22,sjka,5,1538842.0
244890,4,2020-11-22,sjka,6,1541559.0
244861,4,2020-11-22,sjka,7,1540952.0
244716,4,2020-11-22,sjka,12,1492927.0
244600,4,2020-11-22,sjka,16,1494128.0
244339,4,2020-11-22,sjka,25,1550633.0
244571,4,2020-11-22,sjka,17,1483359.0
244368,4,2020-11-22,sjka,24,1563794.0
244397,4,2020-11-22,sjka,23,1551712.0
244542,4,2020-11-22,sjka,18,1446021.0
244513,4,2020-11-22,sjka,19,1447931.0
244426,4,2020-11-22,sjka,22,1549761.0
244455,4,2020-11-22,sjka,21,1451842.0
244629,4,2020-11-22,sjka,15,1493709.0
244687,4,2020-11-22,sjka,13,1491749.0
244223,4,2020-11-22,sjka,29,1498516.0
244252,4,2020-11-22,sjka,28,1545182.0
244658,4,2020-11-22,sjka,14,1505901.0
244281,4,2020-11-22,sjka,27,1537977.0
244310,4,2020-11-22,sjka,26,1539925.0
245006,4,2020-11-22,sjka,2,1528228.0
245064,4,2020-11-22,sjka,0,1519223.0
245035,4,2020-11-22,sjka,1,1523425.0
43793,4,2020-11-22,l2,3,1525794.3489529395
43764,4,2020-11-22,l2,4,1533119.973843382
43735,4,2020-11-22,l2,5,1537165.1760824677
43706,4,2020-11-22,l2,6,1549161.3566821413
43677,4,2020-11-22,l2,7,1550848.5244286642
43648,4,2020-11-22,l2,8,1538130.4630323057
43619,4,2020-11-22,l2,9,1521716.1495989831
43590,4,2020-11-22,l2,10,1448417.0379571046
43561,4,2020-11-22,l2,11,1450070.8260075354
130988,4,2020-11-22,l3,14,1605150.7020940534
130959,4,2020-11-22,l3,15,1601475.0951950883
43880,4,2020-11-22,l2,0,1518270.6612174455
43851,4,2020-11-22,l2,1,1520910.1419681504
43822,4,2020-11-22,l2,2,1525203.2888288505
43532,4,2020-11-22,l2,12,1453684.8307030436
130814,4,2020-11-22,l3,20,1730807.3586492203
130785,4,2020-11-22,l3,21,1742007.238211411
130756,4,2020-11-22,l3,22,1756169.9604718804
43358,4,2020-11-22,l2,18,1473894.7560508265
130727,4,2020-11-22,l3,23,1757489.034328886
130698,4,2020-11-22,l3,24,1764570.8396811374
130669,4,2020-11-22,l3,25,1800377.8583035632
130640,4,2020-11-22,l3,26,1837947.9918197384
130843,4,2020-11-22,l3,19,1682388.5159112753
43503,4,2020-11-22,l2,13,1463639.5013331168
43474,4,2020-11-22,l2,14,1496683.547935512
43445,4,2020-11-22,l2,15,1504478.5404237043
43416,4,2020-11-22,l2,16,1503670.9460987465
130930,4,2020-11-22,l3,16,1601663.898698822
43387,4,2020-11-22,l2,17,1490800.0486548052
130901,4,2020-11-22,l3,17,1611634.7487640427
130872,4,2020-11-22,l3,18,1632778.7231064776
131017,4,2020-11-22,l3,13,1598337.878654259
131162,4,2020-11-22,l3,8,1568630.4693078182
130611,4,2020-11-22,l3,27,1849852.649431072
131104,4,2020-11-22,l3,10,1545590.50443487
131046,4,2020-11-22,l3,12,1588076.8024347036
131075,4,2020-11-22,l3,11,1561729.9987109948
131133,4,2020-11-22,l3,9,1556822.693104734
130582,4,2020-11-22,l3,28,1854473.949451831
244484,4,2020-11-22,sjka,20,1508183.0
43329,4,2020-11-22,l2,19,1496571.4364654412
43068,4,2020-11-22,l2,28,1634419.8947490363
43300,4,2020-11-22,l2,20,1524306.8799131198
43097,4,2020-11-22,l2,27,1812957.750513009
187901,4,2020-11-22,lanl,7,1654865.59
187875,4,2020-11-22,lanl,11,1594979.12
187928,4,2020-11-22,lanl,4,1585071.31
43271,4,2020-11-22,l2,21,1535401.7316870166
43039,4,2020-11-22,l2,29,1590266.8293400935
187954,4,2020-11-22,lanl,0,1535172.32
130553,4,2020-11-22,l3,29,1838378.4339021752
187848,4,2020-11-22,lanl,14,1657507.69
43184,4,2020-11-22,l2,24,1685970.9828051722
187769,4,2020-11-22,lanl,25,1990707.11
43155,4,2020-11-22,l2,25,1635720.0834374484
187822,4,2020-11-22,lanl,18,1728124.25
43213,4,2020-11-22,l2,23,1661072.1737432994
187742,4,2020-11-22,lanl,28,2034507.16288178
43126,4,2020-11-22,l2,26,1629954.9713626136
187795,4,2020-11-22,lanl,21,1879310.7
43242,4,2020-11-22,l2,22,1665561.2290556128
244891,4,2020-11-23,sjka,7,1564542.0
244862,4,2020-11-23,sjka,8,1563915.0
245094,4,2020-11-23,sjka,0,1536748.0
244978,4,2020-11-23,sjka,4,1554498.0
245007,4,2020-11-23,sjka,3,1551863.0
245036,4,2020-11-23,sjka,2,1546359.0
244920,4,2020-11-23,sjka,6,1562106.0
244949,4,2020-11-23,sjka,5,1557510.0
245065,4,2020-11-23,sjka,1,1541108.0
244601,4,2020-11-23,sjka,17,1513732.0
244630,4,2020-11-23,sjka,16,1513204.0
244572,4,2020-11-23,sjka,18,1501878.0
244514,4,2020-11-23,sjka,20,1463217.0
244543,4,2020-11-23,sjka,19,1461398.0
244659,4,2020-11-23,sjka,15,1526265.0
244775,4,2020-11-23,sjka,11,1513376.0
244804,4,2020-11-23,sjka,10,1541867.0
244688,4,2020-11-23,sjka,14,1511013.0
244833,4,2020-11-23,sjka,9,1556681.0
244717,4,2020-11-23,sjka,13,1512459.0
244746,4,2020-11-23,sjka,12,1508707.0
43765,4,2020-11-23,l2,5,1556287.138798132
43736,4,2020-11-23,l2,6,1560016.4526624323
43707,4,2020-11-23,l2,7,1573843.5972043904
131250,4,2020-11-23,l3,6,1603469.180106082
43794,4,2020-11-23,l2,4,1548179.2270159705
43678,4,2020-11-23,l2,8,1575777.7978723403
244485,4,2020-11-23,sjka,21,1528571.0
43591,4,2020-11-23,l2,11,1460795.2929360103
43562,4,2020-11-23,l2,12,1464084.002032044
43533,4,2020-11-23,l2,13,1468008.3913701158
43649,4,2020-11-23,l2,9,1561125.302151443
43620,4,2020-11-23,l2,10,1542589.9674703777
131279,4,2020-11-23,l3,5,1592395.3530706083
187849,4,2020-11-23,lanl,15,1693063.88
131395,4,2020-11-23,l3,1,1542228.9349822693
131366,4,2020-11-23,l3,2,1546767.583884091
130989,4,2020-11-23,l3,15,1638980.941389057
131047,4,2020-11-23,l3,13,1620614.7770346105
131018,4,2020-11-23,l3,14,1631663.792749173
43881,4,2020-11-23,l2,1,1538991.5387589114
43852,4,2020-11-23,l2,2,1542242.3706221886
43823,4,2020-11-23,l2,3,1547467.1433391627
43910,4,2020-11-23,l2,0,1535911.9514332395
130960,4,2020-11-23,l3,16,1635039.231284696
43069,4,2020-11-23,l2,29,1666126.770904574
43098,4,2020-11-23,l2,28,1860200.3140801447
43127,4,2020-11-23,l2,27,1660778.24394905
130728,4,2020-11-23,l3,24,1801681.1683050075
43156,4,2020-11-23,l2,26,1666996.527336805
130699,4,2020-11-23,l3,25,1809213.7866669565
43185,4,2020-11-23,l2,25,1721523.7137263715
130670,4,2020-11-23,l3,26,1847270.697537962
43214,4,2020-11-23,l2,24,1694482.2522000363
130757,4,2020-11-23,l3,23,1800272.525275839
43243,4,2020-11-23,l2,23,1699359.7326002924
187796,4,2020-11-23,lanl,22,1928387.84
187955,4,2020-11-23,lanl,1,1553716.34
187929,4,2020-11-23,lanl,5,1612017.9
187823,4,2020-11-23,lanl,19,1766491.74
187902,4,2020-11-23,lanl,8,1689972.45
187876,4,2020-11-23,lanl,12,1623732.79
131337,4,2020-11-23,l3,3,1554954.3355986497
43272,4,2020-11-23,l2,22,1556988.365053206
130641,4,2020-11-23,l3,27,1887153.288085549
43301,4,2020-11-23,l2,21,1544976.0582528696
43330,4,2020-11-23,l2,20,1515832.902590913
130612,4,2020-11-23,l3,28,1899728.470632817
130583,4,2020-11-23,l3,29,1904603.4480211013
187743,4,2020-11-23,lanl,29,2080545.85465461
187770,4,2020-11-23,lanl,26,2050687.88
131308,4,2020-11-23,l3,4,1567115.696193164
43417,4,2020-11-23,l2,17,1523591.6792818531
130931,4,2020-11-23,l3,17,1635259.4955491046
43504,4,2020-11-23,l2,14,1479045.7772877852
43475,4,2020-11-23,l2,15,1515417.8136511082
43446,4,2020-11-23,l2,16,1524469.0285819147
130844,4,2020-11-23,l3,20,1721627.6415327154
130815,4,2020-11-23,l3,21,1773296.7905300928
130786,4,2020-11-23,l3,22,1785206.525840966
43359,4,2020-11-23,l2,19,1491673.4090964068
43388,4,2020-11-23,l2,18,1509638.1955872874
130902,4,2020-11-23,l3,18,1645990.6771277697
130873,4,2020-11-23,l3,19,1668637.4171999271
131424,4,2020-11-23,l3,0,1532429.810881151
131192,4,2020-11-23,l3,8,1605642.996834411
244340,4,2020-11-23,sjka,26,1574136.0
244311,4,2020-11-23,sjka,27,1562992.0
244369,4,2020-11-23,sjka,25,1587789.0
244456,4,2020-11-23,sjka,22,1467084.0
244427,4,2020-11-23,sjka,23,1572787.0
131163,4,2020-11-23,l3,9,1599459.976480798
244398,4,2020-11-23,sjka,24,1574986.0
244282,4,2020-11-23,sjka,28,1560939.0
244253,4,2020-11-23,sjka,29,1568421.0
131105,4,2020-11-23,l3,11,1574390.9432499253
131221,4,2020-11-23,l3,7,1607047.8170727775
131134,4,2020-11-23,l3,10,1586556.263537044
131076,4,2020-11-23,l3,12,1592003.1866337738
244486,4,2020-11-24,sjka,22,1548656.0
